11	14	19	30	9	17	3	2	1	32	10	31	8	21	12	24	13	28	23	22	4	26	25	27	18	15	20	5	29	16	6	7
18	15	20	5	29	16	6	7	11	14	19	30	9	17	3	2	1	32	10	31	8	21	12	24	13	28	23	22	4	26	25	27
21	32	31	13	14	30	26	9	8	15	6	24	20	17	10	2	28	25	5	29	22	12	11	3	1	16	23	7	18	19	27	4
1	16	23	7	18	19	27	4	21	32	31	13	14	30	26	9	8	15	6	24	20	17	10	2	28	25	5	29	22	12	11	3
28	25	5	29	22	12	11	3	1	16	23	7	18	19	27	4	21	32	31	13	14	30	26	9	8	15	6	24	20	17	10	2
8	15	6	24	20	17	10	2	28	25	5	29	22	12	11	3	1	16	23	7	18	19	27	4	21	32	31	13	14	30	26	9
8	14	12	22	3	19	29	25	24	32	23	21	28	9	17	10	27	15	11	18	26	20	6	13	5	16	2	1	30	31	4	7
5	16	2	1	30	31	4	7	8	14	12	22	3	19	29	25	24	32	23	21	28	9	17	10	27	15	11	18	26	20	6	13
27	15	11	18	26	20	6	13	5	16	2	1	30	31	4	7	8	14	12	22	3	19	29	25	24	32	23	21	28	9	17	10
24	32	23	21	28	9	17	10	27	15	11	18	26	20	6	13	5	16	2	1	30	31	4	7	8	14	12	22	3	19	29	25
16	24	8	9	6	25	27	23	21	26	20	10	5	19	22	15	12	13	28	18	1	32	2	7	31	17	30	29	11	4	14	3
31	17	30	29	11	4	14	3	16	24	8	9	6	25	27	23	21	26	20	10	5	19	22	15	12	13	28	18	1	32	2	7
12	13	28	18	1	32	2	7	31	17	30	29	11	4	14	3	16	24	8	9	6	25	27	23	21	26	20	10	5	19	22	15
21	26	20	10	5	19	22	15	12	13	28	18	1	32	2	7	31	17	30	29	11	4	14	3	16	24	8	9	6	25	27	23
30	5	31	23	10	3	7	8	21	9	27	13	17	24	11	14	15	25	6	26	16	28	20	2	22	18	1	32	29	19	12	4
22	18	1	32	29	19	12	4	30	5	31	23	10	3	7	8	21	9	27	13	17	24	11	14	15	25	6	26	16	28	20	2
15	25	6	26	16	28	20	2	22	18	1	32	29	19	12	4	30	5	31	23	10	3	7	8	21	9	27	13	17	24	11	14
21	9	27	13	17	24	11	14	15	25	6	26	16	28	20	2	22	18	1	32	29	19	12	4	30	5	31	23	10	3	7	8
21	31	28	7	30	6	15	27	19	24	8	13	23	2	1	26	12	9	20	10	32	29	16	18	4	22	25	3	17	11	5	14
4	22	25	3	17	11	5	14	21	31	28	7	30	6	15	27	19	24	8	13	23	2	1	26	12	9	20	10	32	29	16	18
12	9	20	10	32	29	16	18	4	22	25	3	17	11	5	14	21	31	28	7	30	6	15	27	19	24	8	13	23	2	1	26
19	24	8	13	23	2	1	26	12	9	20	10	32	29	16	18	4	22	25	3	17	11	5	14	21	31	28	7	30	6	15	27
17	8	27	22	16	30	20	1	23	5	2	15	28	18	21	12	10	32	19	24	13	3	14	9	4	26	29	25	11	7	6	31
4	26	29	25	11	7	6	31	17	8	27	22	16	30	20	1	23	5	2	15	28	18	21	12	10	32	19	24	13	3	14	9
10	32	19	24	13	3	14	9	4	26	29	25	11	7	6	31	17	8	27	22	16	30	20	1	23	5	2	15	28	18	21	12
23	5	2	15	28	18	21	12	10	32	19	24	13	3	14	9	4	26	29	25	11	7	6	31	17	8	27	22	16	30	20	1
23	24	6	30	21	18	15	1	11	7	5	8	27	14	17	28	4	9	20	3	26	32	31	12	29	16	2	19	13	22	10	25
29	16	2	19	13	22	10	25	23	24	6	30	21	18	15	1	11	7	5	8	27	14	17	28	4	9	20	3	26	32	31	12
4	9	20	3	26	32	31	12	29	16	2	19	13	22	10	25	23	24	6	30	21	18	15	1	11	7	5	8	27	14	17	28
11	7	5	8	27	14	17	28	4	9	20	3	26	32	31	12	29	16	2	19	13	22	10	25	23	24	6	30	21	18	15	1
20	10	26	22	4	25	7	23	16	28	9	3	8	29	15	5	1	21	11	27	2	32	17	14	30	12	31	18	24	13	6	19
30	12	31	18	24	13	6	19	20	10	26	22	4	25	7	23	16	28	9	3	8	29	15	5	1	21	11	27	2	32	17	14
1	21	11	27	2	32	17	14	30	12	31	18	24	13	6	19	20	10	26	22	4	25	7	23	16	28	9	3	8	29	15	5
16	28	9	3	8	29	15	5	1	21	11	27	2	32	17	14	30	12	31	18	24	13	6	19	20	10	26	22	4	25	7	23
30	9	31	3	14	32	7	12	8	18	19	1	21	11	25	22	27	6	4	26	2	5	23	13	10	16	15	17	20	29	28	24
10	16	15	17	20	29	28	24	30	9	31	3	14	32	7	12	8	18	19	1	21	11	25	22	27	6	4	26	2	5	23	13
27	6	4	26	2	5	23	13	10	16	15	17	20	29	28	24	30	9	31	3	14	32	7	12	8	18	19	1	21	11	25	22
8	18	19	1	21	11	25	22	27	6	4	26	2	5	23	13	10	16	15	17	20	29	28	24	30	9	31	3	14	32	7	12
19	25	14	5	11	17	2	20	22	24	15	12	32	21	16	13	10	9	23	18	27	28	29	4	30	1	31	6	7	26	8	3
30	1	31	6	7	26	8	3	19	25	14	5	11	17	2	20	22	24	15	12	32	21	16	13	10	9	23	18	27	28	29	4
10	9	23	18	27	28	29	4	30	1	31	6	7	26	8	3	19	25	14	5	11	17	2	20	22	24	15	12	32	21	16	13
22	24	15	12	32	21	16	13	10	9	23	18	27	28	29	4	30	1	31	6	7	26	8	3	19	25	14	5	11	17	2	20
23	10	14	31	1	4	22	18	8	25	20	21	5	19	2	13	12	15	11	24	27	30	16	7	3	26	28	32	6	29	17	9
3	26	28	32	6	29	17	9	23	10	14	31	1	4	22	18	8	25	20	21	5	19	2	13	12	15	11	24	27	30	16	7
12	15	11	24	27	30	16	7	3	26	28	32	6	29	17	9	23	10	14	31	1	4	22	18	8	25	20	21	5	19	2	13
8	25	20	21	5	19	2	13	12	15	11	24	27	30	16	7	3	26	28	32	6	29	17	9	23	10	14	31	1	4	22	18
5	32	11	8	31	12	14	13	25	10	3	27	17	18	24	1	22	28	4	19	21	7	30	9	15	29	16	2	23	6	26	20
15	29	16	2	23	6	26	20	5	32	11	8	31	12	14	13	25	10	3	27	17	18	24	1	22	28	4	19	21	7	30	9
22	28	4	19	21	7	30	9	15	29	16	2	23	6	26	20	5	32	11	8	31	12	14	13	25	10	3	27	17	18	24	1
25	10	3	27	17	18	24	1	22	28	4	19	21	7	30	9	15	29	16	2	23	6	26	20	5	32	11	8	31	12	14	13
27	25	9	30	29	31	23	1	14	12	16	5	10	4	26	13	18	11	21	3	7	8	32	17	19	6	15	28	2	24	22	20
19	6	15	28	2	24	22	20	27	25	9	30	29	31	23	1	14	12	16	5	10	4	26	13	18	11	21	3	7	8	32	17
18	11	21	3	7	8	32	17	19	6	15	28	2	24	22	20	27	25	9	30	29	31	23	1	14	12	16	5	10	4	26	13
14	12	16	5	10	4	26	13	18	11	21	3	7	8	32	17	19	6	15	28	2	24	22	20	27	25	9	30	29	31	23	1
13	6	32	11	17	19	30	28	1	2	12	18	7	20	4	9	8	29	27	22	24	23	25	16	15	3	21	10	26	31	5	14
15	3	21	10	26	31	5	14	13	6	32	11	17	19	30	28	1	2	12	18	7	20	4	9	8	29	27	22	24	23	25	16
8	29	27	22	24	23	25	16	15	3	21	10	26	31	5	14	13	6	32	11	17	19	30	28	1	2	12	18	7	20	4	9
1	2	12	18	7	20	4	9	8	29	27	22	24	23	25	16	15	3	21	10	26	31	5	14	13	6	32	11	17	19	30	28
17	19	32	29	8	14	13	30	12	25	15	6	11	21	1	3	22	5	2	10	9	26	7	31	4	23	24	27	16	18	20	28
4	23	24	27	16	18	20	28	17	19	32	29	8	14	13	30	12	25	15	6	11	21	1	3	22	5	2	10	9	26	7	31
22	5	2	10	9	26	7	31	4	23	24	27	16	18	20	28	17	19	32	29	8	14	13	30	12	25	15	6	11	21	1	3
12	25	15	6	11	21	1	3	22	5	2	10	9	26	7	31	4	23	24	27	16	18	20	28	17	19	32	29	8	14	13	30
5	1	12	14	17	27	28	21	20	19	32	24	2	13	6	29	25	23	11	30	15	9	3	31	7	22	10	18	8	16	26	4
7	22	10	18	8	16	26	4	5	1	12	14	17	27	28	21	20	19	32	24	2	13	6	29	25	23	11	30	15	9	3	31
25	23	11	30	15	9	3	31	7	22	10	18	8	16	26	4	5	1	12	14	17	27	28	21	20	19	32	24	2	13	6	29
20	19	32	24	2	13	6	29	25	23	11	30	15	9	3	31	7	22	10	18	8	16	26	4	5	1	12	14	17	27	28	21
8	30	2	31	1	13	18	5	17	3	20	26	29	21	25	11	19	23	7	28	14	27	9	6	32	4	16	12	10	15	24	22
32	4	16	12	10	15	24	22	8	30	2	31	1	13	18	5	17	3	20	26	29	21	25	11	19	23	7	28	14	27	9	6
19	23	7	28	14	27	9	6	32	4	16	12	10	15	24	22	8	30	2	31	1	13	18	5	17	3	20	26	29	21	25	11
17	3	20	26	29	21	25	11	19	23	7	28	14	27	9	6	32	4	16	12	10	15	24	22	8	30	2	31	1	13	18	5
11	2	16	23	21	15	5	8	25	13	22	6	19	12	27	24	14	31	3	30	20	1	32	4	29	7	9	10	17	28	18	26
29	7	9	10	17	28	18	26	11	2	16	23	21	15	5	8	25	13	22	6	19	12	27	24	14	31	3	30	20	1	32	4
14	31	3	30	20	1	32	4	29	7	9	10	17	28	18	26	11	2	16	23	21	15	5	8	25	13	22	6	19	12	27	24
25	13	22	6	19	12	27	24	14	31	3	30	20	1	32	4	29	7	9	10	17	28	18	26	11	2	16	23	21	15	5	8
1	4	25	15	11	31	23	29	17	8	21	12	19	28	16	32	27	10	26	24	13	6	2	30	14	5	20	22	9	18	3	7
14	5	20	22	9	18	3	7	1	4	25	15	11	31	23	29	17	8	21	12	19	28	16	32	27	10	26	24	13	6	2	30
27	10	26	24	13	6	2	30	14	5	20	22	9	18	3	7	1	4	25	15	11	31	23	29	17	8	21	12	19	28	16	32
17	8	21	12	19	28	16	32	27	10	26	24	13	6	2	30	14	5	20	22	9	18	3	7	1	4	25	15	11	31	23	29

